dates,AAPL,MSFT,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN
28/05/2019,44.558,126.16,1836.43,1134.15,184.31,37.74,1139.56,143.33,111.74,278.25,42.47,354.78,43.57,53.93,127.63,254.48,75.7696,103.21,246.31,65.37,168.85
29/05/2019,44.345,124.94,1819.19,1116.46,182.19,37.972,1119.94,140.34,110.08,273.38,41.92,349.19,44.23,53.18,128.17,254.12,75.9892,104.15,240.69,65.76,169.18
30/05/2019,44.575,125.73,1816.32,1117.95,183.01,37.644,1121.41,139.11,111.41,274.51,41.74,351.85,44.73,53.57,128.61,256.62,75.8894,105.44,241.54,66.59,169.04
31/05/2019,43.768,123.68,1775.07,1103.63,177.47,37.032,1106.5,135.46,109.75,270.9,41,343.28,44.04,52.03,128,251.64,73.3042,104.31,239.58,66.82,166.7
01/06/2019,43.768,123.68,1775.07,1103.63,177.47,37.032,1106.5,135.46,109.75,270.9,41,343.28,44.04,52.03,128,251.64,73.3042,104.31,239.58,66.82,166.7
02/06/2019,43.768,123.68,1775.07,1103.63,177.47,37.032,1106.5,135.46,109.75,270.9,41,343.28,44.04,52.03,128,251.64,73.3042,104.31,239.58,66.82,166.7
03/06/2019,43.325,119.84,1692.69,1036.23,164.15,35.794,1038.74,133.78,105.52,259.03,40.96,336.63,43.46,51.78,128.98,253.18,74.0628,105.17,241.07,66.66,172.36
04/06/2019,44.91,123.16,1729.56,1053.05,167.5,38.72,1054.49,143,108.73,268.71,41.4,353.4,44.79,53.23,129.07,265.7,75.55,109.12,245.61,68.45,174.73
05/06/2019,45.635,125.83,1738.5,1042.22,168.17,39.318,1044.64,141.28,110.77,272.86,41.3,355.73,44.55,54.75,131.39,265.72,76.1489,109.48,247.96,67.02,174.55
06/06/2019,46.305,127.82,1754.36,1044.34,168.33,41.19,1047.76,143.78,111.78,274.8,41.15,357.13,45.1,55.1,131.98,272.79,75.8096,110.19,251.21,67.59,174.45
07/06/2019,47.538,131.4,1804.03,1066.04,173.35,40.9,1068.37,145.5,114.02,278.16,41.48,360.87,46.03,55.93,133.47,274.87,76.8876,111.17,256.01,68.69,175.51
08/06/2019,47.538,131.4,1804.03,1066.04,173.35,40.9,1068.37,145.5,114.02,278.16,41.48,360.87,46.03,55.93,133.47,274.87,76.8876,111.17,256.01,68.69,175.51
09/06/2019,47.538,131.4,1804.03,1066.04,173.35,40.9,1068.37,145.5,114.02,278.16,41.48,360.87,46.03,55.93,133.47,274.87,76.8876,111.17,256.01,68.69,175.51
10/06/2019,48.145,132.6,1860.63,1080.38,174.82,42.576,1082.76,148.43,115.62,280.34,41.29,352.01,46.8,56.42,133.59,280.21,76.5282,112.63,256.85,70.54,175.58
11/06/2019,48.703,132.1,1863.7,1078.72,178.1,43.42,1081.04,150.75,114.6,275.99,41.22,351.27,46.85,57.11,133.2,283.48,75.3205,112.93,257.11,71.24,174.62
12/06/2019,48.548,131.49,1855.32,1077.03,175.04,41.852,1079.1,146.2,114.5,276.84,41.45,345.56,46.32,55.86,133.14,279.73,75.2406,110.34,257.23,69.59,175.6
13/06/2019,48.538,132.32,1870.3,1088.77,177.47,42.782,1091.01,148.26,115.72,276.3,41.69,343.43,46.7,56.17,132.94,281.61,74.3123,111.18,259.71,69.93,176.71
14/06/2019,48.185,132.45,1869.67,1085.35,181.33,42.984,1086.3,144.64,116.17,274.28,42.31,339.73,46.19,54.75,132.73,265.93,74.7615,107.31,260.15,68.72,176.08
15/06/2019,48.185,132.45,1869.67,1085.35,181.33,42.984,1086.3,144.64,116.17,274.28,42.31,339.73,46.19,54.75,132.73,265.93,74.7615,107.31,260.15,68.72,176.08
16/06/2019,48.185,132.45,1869.67,1085.35,181.33,42.984,1086.3,144.64,116.17,274.28,42.31,339.73,46.19,54.75,132.73,265.93,74.7615,107.31,260.15,68.72,176.08
17/06/2019,48.473,132.85,1886.03,1092.5,189.01,45.006,1093.89,145.03,117.16,275.6,42.56,350.62,46.13,55.4,132.52,265.97,75.1308,106.72,261.43,69.11,178.39
18/06/2019,49.613,135.16,1901.37,1103.6,188.47,44.948,1105.24,152.88,115.98,276.78,43.25,357.12,47.37,56.05,132.06,278.05,76.2987,111.04,262.74,71.96,181.61
19/06/2019,49.468,135.69,1908.79,1102.33,187.48,45.286,1104.51,153.12,117.14,291.21,43.14,363.52,47.07,56.13,132.85,277.49,78.1353,111.3,263.66,71.8,182.77
20/06/2019,49.865,136.95,1918.19,1111.42,189.53,43.924,1113.2,154.1,118.79,302.11,43.68,365.21,47.19,57.41,134.16,279.05,77.7859,112.71,267.35,72.74,184.08
21/06/2019,49.695,136.97,1911.3,1121.88,191.14,44.372,1125.37,151.76,116.21,299.33,43.56,369.21,47.46,57.03,133.96,273.99,75.56,112.32,266.13,72.72,187.11
22/06/2019,49.695,136.97,1911.3,1121.88,191.14,44.372,1125.37,151.76,116.21,299.33,43.56,369.21,47.46,57.03,133.96,273.99,75.56,112.32,266.13,72.72,187.11
23/06/2019,49.695,136.97,1911.3,1121.88,191.14,44.372,1125.37,151.76,116.21,299.33,43.56,369.21,47.46,57.03,133.96,273.99,75.56,112.32,266.13,72.72,187.11
24/06/2019,49.645,137.78,1913.9,1115.52,192.6,44.728,1116.7,152.66,116.5,299.87,43.6,371.04,47.63,57.18,134.14,279.2,75.4003,112.73,266.77,73.16,184.83
25/06/2019,48.893,133.43,1878.27,1086.35,188.84,43.952,1087.58,151.48,114.44,287.97,42.75,360.3,46.85,56.08,133.81,276.51,74.4421,111.48,266.36,72.55,184.44
26/06/2019,49.95,133.93,1897.83,1079.8,187.66,43.854,1080.32,159.26,114.15,288.72,42.11,362.2,48.19,56.6,132.32,281.44,72.9049,114.43,264.41,74.95,183.17
27/06/2019,49.935,134.15,1904.28,1076.01,189.5,44.568,1076.63,163.23,113.67,293.23,42,370.02,47.46,55.73,131.69,285.71,73.1545,115.86,265.58,75.43,184.02
28/06/2019,49.48,133.96,1893.63,1080.91,193,44.692,1082.8,164.23,114.46,294.65,42.28,367.32,47.87,54.73,131.13,287.86,74.0029,114.76,264.26,76.07,184.28
29/06/2019,49.48,133.96,1893.63,1080.91,193,44.692,1082.8,164.23,114.46,294.65,42.28,367.32,47.87,54.73,131.13,287.86,74.0029,114.76,264.26,76.07,184.28
30/06/2019,49.48,133.96,1893.63,1080.91,193,44.692,1082.8,164.23,114.46,294.65,42.28,367.32,47.87,54.73,131.13,287.86,74.0029,114.76,264.26,76.07,184.28
01/07/2019,50.388,135.68,1922.19,1097.95,193,45.434,1100,166.17,115.03,300.97,42.71,374.6,48.05,54.74,131.87,300.35,74.0129,117.19,263.55,77.52,186.35
02/07/2019,50.683,136.58,1934.31,1111.25,195,44.91,1112.6,162.23,116.17,301.39,42.89,375.43,48.12,55.81,132.43,295.33,75.3404,116.06,265.47,77.01,186.64
03/07/2019,51.103,137.46,1939,1121.58,197.2,46.98,1122.99,162.75,117.68,305.7,43.32,381.72,48.52,56.48,133.99,284.89,75.6798,115.94,269.14,76.63,188.58
04/07/2019,51.103,137.46,1939,1121.58,197.2,46.98,1122.99,162.75,117.68,305.7,43.32,381.72,48.52,56.48,133.99,284.89,75.6798,115.94,269.14,76.63,188.58
05/07/2019,51.058,137.06,1942.91,1131.59,196.4,46.62,1132.665,160.23,117.16,303.98,43.28,380.55,48.08,56.6,133.02,282.66,76.0891,115.75,268.25,76.66,185.94
06/07/2019,51.058,137.06,1942.91,1131.59,196.4,46.62,1132.665,160.23,117.16,303.98,43.28,380.55,48.08,56.6,133.02,282.66,76.0891,115.75,268.25,76.66,185.94
07/07/2019,51.058,137.06,1942.91,1131.59,196.4,46.62,1132.665,160.23,117.16,303.98,43.28,380.55,48.08,56.6,133.02,282.66,76.0891,115.75,268.25,76.66,185.94
08/07/2019,50.005,136.96,1952.32,1116.35,195.76,46.068,1116.79,157.21,116.95,302.92,42.63,376.16,47.82,56.19,132.56,274.96,75.4902,114.93,269.4,76.63,182.24
09/07/2019,50.31,136.46,1988.3,1124.83,199.21,46.012,1124.29,157.31,118.37,304.2,42.98,379.93,47.75,56.34,131.74,275.53,75.011,115.78,269.97,76.55,181.59
10/07/2019,50.808,137.85,2017.41,1140.48,202.73,47.784,1140.91,160.06,119.64,306.98,43.79,381,48.21,57.13,134.41,274.5,78.4846,116.64,271.42,74.36,182.27
11/07/2019,50.438,138.4,2001.07,1144.21,201.23,47.72,1144.08,166.28,120.65,307.6,44.08,379.5,48.6,57.3,134.35,276.06,78.1153,116.72,276.54,73.71,178
12/07/2019,50.825,138.9,2011,1144.9,204.87,49.016,1145.34,167.61,120.12,309.42,44.64,373.25,49.92,57.95,133.28,285.39,79.3031,118.32,279.44,74.9,174.93
13/07/2019,50.825,138.9,2011,1144.9,204.87,49.016,1145.34,167.61,120.12,309.42,44.64,373.25,49.92,57.95,133.28,285.39,79.3031,118.32,279.44,74.9,174.93
14/07/2019,50.825,138.9,2011,1144.9,204.87,49.016,1145.34,167.61,120.12,309.42,44.64,373.25,49.92,57.95,133.28,285.39,79.3031,118.32,279.44,74.9,174.93
15/07/2019,51.303,138.9,2020.99,1150.34,203.91,50.7,1150.51,167.27,120.9,308.76,44.72,366.6,50.12,58.05,134.15,288.34,79.1634,119.84,280.58,75.43,176.12
16/07/2019,51.125,137.08,2009.9,1153.58,203.84,50.476,1153.46,167.08,119.71,305.7,45.09,365.99,49.17,57.62,133.8,284.13,78.8939,118.68,280.65,75.67,177.47
17/07/2019,50.838,136.27,1992.03,1146.35,201.8,50.972,1146.74,169.71,118.81,309.39,44.43,362.44,49.39,57.21,132.78,285.08,78.7841,117.18,281.56,75.76,177.06
18/07/2019,51.415,136.42,1977.9,1146.33,200.78,50.708,1147.24,170.18,119.87,310.08,44.56,325.21,49.94,57.74,132.88,289.78,77.8258,118.57,282.91,74.37,179.54
19/07/2019,50.648,136.62,1964.52,1130.1,198.36,51.636,1131.55,168.44,118.63,306.87,44.06,315.1,50.27,57.36,130.09,290,77.2868,117.26,281.51,75,178.39
20/07/2019,50.648,136.62,1964.52,1130.1,198.36,51.636,1131.55,168.44,118.63,306.87,44.06,315.1,50.27,57.36,130.09,290,77.2868,117.26,281.51,75,178.39
21/07/2019,50.648,136.62,1964.52,1130.1,198.36,51.636,1131.55,168.44,118.63,306.87,44.06,315.1,50.27,57.36,130.09,290,77.2868,117.26,281.51,75,178.39
22/07/2019,51.805,138.43,1985.63,1138.07,202.32,51.136,1139.21,171.32,118.69,308.55,43.85,310.62,51.35,57.73,130.28,296.15,77.5164,118.18,280.17,75.95,175.89
23/07/2019,52.21,139.29,1994.49,1146.21,202.36,52.034,1148.05,175.66,120.22,307.88,44.32,307.3,51.75,57.71,130.74,300.78,77.9955,120.07,280.1,74.12,176.01
24/07/2019,52.168,140.72,2000.81,1137.81,204.66,52.976,1139.73,178.66,121.3,310.27,44.87,317.94,52.92,57.23,129.21,303.77,80.461,129,280.83,75.87,175.77
25/07/2019,51.755,140.19,1973.82,1132.12,200.71,45.764,1135.94,173.38,115.12,308.73,44.61,326.46,52.16,56.62,128.99,300.39,79.7622,127.35,279.8,75.35,174.11
26/07/2019,51.935,141.34,1943.05,1250.41,199.75,45.608,1245.22,175.07,115.49,311.27,44.63,335.78,51.59,56.53,131.22,300.92,84.0942,128.16,281.37,75.22,175.34
27/07/2019,51.935,141.34,1943.05,1250.41,199.75,45.608,1245.22,175.07,115.49,311.27,44.63,335.78,51.59,56.53,131.22,300.92,84.0942,128.16,281.37,75.22,175.34
28/07/2019,51.935,141.34,1943.05,1250.41,199.75,45.608,1245.22,175.07,115.49,311.27,44.63,335.78,51.59,56.53,131.22,300.92,84.0942,128.16,281.37,75.22,175.34
29/07/2019,52.42,141.03,1912.45,1239.41,195.94,47.154,1241.84,174.82,111.45,307.22,44.23,332.7,52.51,56.93,131.53,301.74,82.2277,129.97,280.13,74.97,176.08
30/07/2019,52.195,140.35,1898.53,1225.14,197.04,48.452,1228,175.45,112.04,303.64,44.08,325.93,51.7,56.47,130.48,299.56,81.1497,128.54,279.5,74.81,176.45
31/07/2019,53.26,136.27,1866.78,1216.68,194.23,48.322,1218.2,168.72,110.4,298.86,43.17,322.99,50.55,55.4,127.81,289.99,79.5826,125.01,275.63,73.16,186.58
01/08/2019,52.108,138.06,1855.32,1209.01,192.73,46.77,1211.78,164.92,110.8,298.44,42.88,319.5,49.5,55.39,127.14,285.34,79.1634,123.45,274.57,71.2,186
02/08/2019,51.005,136.9,1823.24,1193.99,189.02,46.868,1196.32,161.19,107.09,293.71,42.65,318.83,48.68,53.25,127.92,278.53,77.5863,121.82,272.5,71.15,187.22
03/08/2019,51.005,136.9,1823.24,1193.99,189.02,46.868,1196.32,161.19,107.09,293.71,42.65,318.83,48.68,53.25,127.92,278.53,77.5863,121.82,272.5,71.15,187.22
04/08/2019,51.005,136.9,1823.24,1193.99,189.02,46.868,1196.32,161.19,107.09,293.71,42.65,318.83,48.68,53.25,127.92,278.53,77.5863,121.82,272.5,71.15,187.22
05/08/2019,48.335,132.21,1765.13,1152.32,181.73,45.664,1154.75,150.79,103.6,280.36,41.61,307.63,46.97,51.37,124.4,267.66,76.0491,116.93,265.1,68.8,181.5
06/08/2019,49.25,134.69,1787.83,1169.95,184.51,46.15,1171.08,152.35,105.03,286.21,42.07,310.1,46.96,52.6,126.45,266.44,77.1371,119,269.31,68.17,184.46
07/08/2019,49.76,135.28,1793.4,1173.99,185.15,46.684,1175.91,153.89,106.63,289.02,41.73,304.29,46.73,52.34,127.78,270.05,76.3386,120.72,274.3,69.4,183.54
08/08/2019,50.858,138.89,1832.89,1204.8,190.16,47.66,1206.19,158.26,106.79,297.78,42.66,315.9,47.17,53.16,129.47,270.98,77.756,124.31,274.8,71.26,185.23
09/08/2019,50.248,137.71,1807.58,1188.01,187.85,47.002,1188.9,154.18,104.82,294.83,42.93,308.93,45.98,52.43,128.6,275.73,77.3767,120.61,273.94,71.5,196.25
10/08/2019,50.248,137.71,1807.58,1188.01,187.85,47.002,1188.9,154.18,104.82,294.83,42.93,308.93,45.98,52.43,128.6,275.73,77.3767,120.61,273.94,71.5,196.25
11/08/2019,50.248,137.71,1807.58,1188.01,187.85,47.002,1188.9,154.18,104.82,294.83,42.93,308.93,45.98,52.43,128.6,275.73,77.3767,120.61,273.94,71.5,196.25
12/08/2019,50.12,135.79,1784.92,1174.71,185.37,45.802,1174.5,151.45,102.72,288.65,42.46,310.83,45.6,51.54,128.35,275.64,76.7977,120.08,271.31,69.8,205.78
13/08/2019,52.243,138.6,1824.34,1197.27,188.45,47,1196.73,156.05,106.04,293.17,43.46,312.28,46.84,52.72,129.93,283.7,77.4765,123.34,276.26,72.18,206.12
14/08/2019,50.688,133.98,1762.96,1164.29,179.71,43.924,1164.25,150.07,103.27,283.66,42.37,299.11,45.87,50.61,129.12,271.56,76.7878,120.6,268.15,70.88,198.87
15/08/2019,50.435,133.68,1776.12,1167.26,182.59,43.128,1169.32,148.77,104.95,282.71,42.35,295.76,45.7,46.25,130.72,268.64,77.1271,119.85,271.52,71.16,199.31
16/08/2019,51.625,136.13,1792.57,1177.6,183.7,43.988,1179.21,159.56,106.16,287.45,43.18,302.8,46.5,46.96,131.76,273.78,77.6062,122.82,274.1,73.28,204.02
17/08/2019,51.625,136.13,1792.57,1177.6,183.7,43.988,1179.21,159.56,106.16,287.45,43.18,302.8,46.5,46.96,131.76,273.78,77.6062,122.82,274.1,73.28,204.02
18/08/2019,51.625,136.13,1792.57,1177.6,183.7,43.988,1179.21,159.56,106.16,287.45,43.18,302.8,46.5,46.96,131.76,273.78,77.6062,122.82,274.1,73.28,204.02
19/08/2019,52.588,138.41,1816.12,1198.45,186.17,45.366,1200.44,170.78,107.67,287.97,44,309.38,47.23,48.5,132.57,278.78,78.0854,124.6,275.61,74.87,206
20/08/2019,52.59,137.26,1801.38,1182.69,183.81,45.172,1183.53,167.87,107.37,285.71,43.94,298.99,46.6,47.93,132.06,280.37,77.5364,124.31,272.97,76.07,203.17
21/08/2019,53.16,138.79,1823.54,1191.25,183.55,44.166,1191.58,171.23,109.82,291.53,44.11,297.81,47.15,48.77,132.34,287.5,78.0354,126.04,275.68,76.7,203.94
22/08/2019,53.115,137.78,1805.6,1189.53,182.04,44.43,1191.52,171.48,108.77,287.69,43.77,296.93,46.78,48.18,132.66,287.62,77.6462,125.21,279.92,77.15,203.42
23/08/2019,50.66,133.39,1749.62,1151.29,177.75,42.28,1153.58,162.44,106.04,282.44,42.43,291.44,44.96,46.61,130.27,272.13,76.3386,120.29,274.01,73.52,199.08
24/08/2019,50.66,133.39,1749.62,1151.29,177.75,42.28,1153.58,162.44,106.04,282.44,42.43,291.44,44.96,46.61,130.27,272.13,76.3386,120.29,274.01,73.52,199.08
25/08/2019,50.66,133.39,1749.62,1151.29,177.75,42.28,1153.58,162.44,106.04,282.44,42.43,291.44,44.96,46.61,130.27,272.13,76.3386,120.29,274.01,73.52,199.08
26/08/2019,51.623,135.45,1768.87,1168.89,180.36,43,1171.18,165.45,107.66,288.74,43.35,294.98,45.56,47.1,133.74,277.22,77.9157,121.67,278.46,72.91,205.41
27/08/2019,51.04,135.74,1761.83,1167.84,181.3,42.816,1170.82,161.8,107.45,289.45,43.6,291.03,45.79,46.79,134.76,275.57,76.9774,122.18,292.38,73.97,206.49
28/08/2019,51.383,135.56,1764.25,1171.02,181.76,43.118,1173.75,161.22,107.47,282.13,43.77,291.77,45.79,46.87,135.19,276.06,76.9175,122.74,294.49,74.35,207.52
29/08/2019,52.253,138.12,1786.4,1192.85,185.57,44.342,1194.24,167,109.21,286.63,44.17,296.78,46.87,47.27,136.02,283.37,77.8658,123.57,296.57,76.45,206.98
30/08/2019,52.185,137.86,1776.29,1188.1,185.67,45.122,1190.53,167.51,109.05,284.51,44.26,293.75,47.41,46.81,136.73,282.64,77.9057,123.75,294.76,77.77,208.62
31/08/2019,52.185,137.86,1776.29,1188.1,185.67,45.122,1190.53,167.51,109.05,284.51,44.26,293.75,47.41,46.81,136.73,282.64,77.9057,123.75,294.76,77.77,208.62
01/09/2019,52.185,137.86,1776.29,1188.1,185.67,45.122,1190.53,167.51,109.05,284.51,44.26,293.75,47.41,46.81,136.73,282.64,77.9057,123.75,294.76,77.77,208.62
02/09/2019,52.185,137.86,1776.29,1188.1,185.67,45.122,1190.53,167.51,109.05,284.51,44.26,293.75,47.41,46.81,136.73,282.64,77.9057,123.75,294.76,77.77,208.62
03/09/2019,51.425,136.04,1789.84,1168.39,182.39,45.002,1169.55,164.17,106.75,282.45,43.88,289.29,46.98,46.5,137.46,274.05,76.9874,121.74,292.05,75.12,205.52
04/09/2019,52.298,137.63,1800.62,1181.41,187.14,44.136,1182.27,168.76,108.73,284.6,45.52,291.52,48.92,47.32,139.15,283.02,77.4665,124.59,296.12,77.09,206.32
05/09/2019,53.32,140.05,1840.72,1211.38,190.9,45.916,1212.19,179.74,111.46,287.75,46.41,293.25,50.1,48.42,135.98,291.02,77.6861,126.81,296.97,78.99,207.65
06/09/2019,53.315,139.1,1833.51,1204.93,187.49,45.49,1206.32,178.65,110.05,284.94,46.35,290.17,50.92,48.84,137.37,291.91,79.0037,127.09,303.76,78.84,207.73
07/09/2019,53.315,139.1,1833.51,1204.93,187.49,45.49,1206.32,178.65,110.05,284.94,46.35,290.17,50.92,48.84,137.37,291.91,79.0037,127.09,303.76,78.84,207.73
08/09/2019,53.315,139.1,1833.51,1204.93,187.49,45.49,1206.32,178.65,110.05,284.94,46.35,290.17,50.92,48.84,137.37,291.91,79.0037,127.09,303.76,78.84,207.73
09/09/2019,53.543,137.52,1831.35,1204.41,188.76,46.358,1205.27,180.5,105.43,279.3,46.42,294.34,51.59,48.58,136.4,292.61,78.9837,127.1,299,78.21,202.34
10/09/2019,54.175,136.08,1820.55,1206,186.17,47.108,1205.7,183.18,103.05,276.14,46.45,287.99,51.82,49.21,135.86,294.44,78.2351,127.04,297,78.71,196.87
11/09/2019,55.898,136.12,1822.99,1220.17,188.49,49.42,1220,184.33,104.02,277.78,46.4,288.27,52.79,50.03,136.36,298.01,79.5926,128.58,290.69,79.9,195.84
12/09/2019,55.771,137.52,1843.55,1234.25,187.47,49.174,1234.97,184.27,107.1,278.02,46.97,288.86,53.01,49.93,137.29,300.58,79.5427,130.22,289.89,79.08,194
13/09/2019,54.688,137.32,1839.34,1239.56,187.19,49.04,1240.03,181.94,107,278.35,46.88,294.15,52.54,50.03,136.44,290.32,79.2532,129.61,291.9,78.41,195.47
14/09/2019,54.688,137.32,1839.34,1239.56,187.19,49.04,1240.03,181.94,107,278.35,46.88,294.15,52.54,50.03,136.44,290.32,79.2532,129.61,291.9,78.41,195.47
15/09/2019,54.688,137.32,1839.34,1239.56,187.19,49.04,1240.03,181.94,107,278.35,46.88,294.15,52.54,50.03,136.44,290.32,79.2532,129.61,291.9,78.41,195.47
16/09/2019,54.975,136.33,1807.84,1231.3,186.22,48.562,1231.63,180.21,106.52,282.93,46.27,294.29,52.2,49.96,134.88,288.66,79.4129,128.36,288.69,78.04,194.08
17/09/2019,55.175,137.39,1822.55,1229.15,188.08,48.958,1229.88,181.07,107.5,284.69,46.67,298.6,51.95,49.41,135.7,288.83,80.0617,129.56,291.41,78.69,196.72
18/09/2019,55.693,138.52,1817.46,1232.41,188.14,48.698,1232.65,179.98,105.6,279.72,46.94,291.56,51.74,49.34,135.5,287.74,79.9719,129.31,292.43,78.9,195.04
19/09/2019,55.24,141.07,1821.5,1238.71,190.14,49.32,1238.75,176.94,106.12,281.26,46.68,286.6,51.57,49.19,135.48,290.64,80.8502,128.83,287.83,78.23,195.65
20/09/2019,54.433,139.44,1794.16,1229.93,189.93,48.124,1229.84,172.69,104.64,277.91,46.36,270.75,50.72,49.6,134.71,284.26,80.441,126.67,286.36,76.44,196.94
21/09/2019,54.433,139.44,1794.16,1229.93,189.93,48.124,1229.84,172.69,104.64,277.91,46.36,270.75,50.72,49.6,134.71,284.26,80.441,126.67,286.36,76.44,196.94
22/09/2019,54.433,139.44,1794.16,1229.93,189.93,48.124,1229.84,172.69,104.64,277.91,46.36,270.75,50.72,49.6,134.71,284.26,80.441,126.67,286.36,76.44,196.94
23/09/2019,54.68,139.14,1785.3,1234.03,186.82,48.246,1234.69,174.84,105.11,277.44,46.215,265.92,50.9,49.42,135.44,285.46,79.8122,127.77,287.57,77.24,197.76
24/09/2019,54.42,137.38,1741.61,1218.76,181.28,44.642,1218.33,172.53,103.69,272.47,45.71,254.59,49.82,49.12,135.36,282.31,79.2133,125.81,287.91,75.23,196.55
25/09/2019,55.258,139.36,1768.33,1246.52,182.8,45.74,1245.94,178.23,104.14,277.43,45.83,264.75,51.02,49.605,135.09,275.77,79.6624,127.74,288.51,77.26,196.06
26/09/2019,54.973,139.54,1739.84,1241.39,180.11,48.512,1242.29,177.34,104.55,283.81,44.9,263.31,50.92,48.83,135.72,276.91,78.8539,128.11,288.26,77.35,195.38
27/09/2019,54.705,137.73,1725.45,1225.09,177.1,48.426,1225.95,171.76,102.2,277.54,44.81,263.08,50.78,48.84,135.6,274.14,77.4166,127.14,285.95,76.63,194.94
28/09/2019,54.705,137.73,1725.45,1225.09,177.1,48.426,1225.95,171.76,102.2,277.54,44.81,263.08,50.78,48.84,135.6,274.14,77.4166,127.14,285.95,76.63,194.94
29/09/2019,54.705,137.73,1725.45,1225.09,177.1,48.426,1225.95,171.76,102.2,277.54,44.81,263.08,50.78,48.84,135.6,274.14,77.4166,127.14,285.95,76.63,194.94
30/09/2019,55.993,139.03,1735.91,1219,178.08,48.174,1221.14,174.07,103.59,276.25,45.08,267.62,51.53,49.41,137.1,276.07,78.6244,129.24,288.11,76.28,193.51
01/10/2019,56.148,137.07,1735.65,1205.1,175.81,48.938,1206,174,102.53,272.71,44.52,269.58,50.76,47.74,137.37,274.85,78.0554,128.59,283.93,75.47,193.19
02/10/2019,54.74,134.65,1713.23,1176.63,174.6,48.626,1177.92,173.04,99.73,266.66,44.05,268.03,49.39,46.56,133.94,270.07,76.2687,126.84,285.11,73.99,189.21
03/10/2019,55.205,136.28,1724.42,1187.83,179.38,46.606,1189.43,181.31,101.03,272.4,44.06,268.15,50.03,47.06,137.93,274.43,76.8826,128.7,289,75.73,192.62
04/10/2019,56.753,138.12,1739.65,1209,180.45,46.286,1210.96,181.97,102.79,276.96,44.71,272.79,50.92,47.52,140.28,281.43,77.8458,130.14,291.67,77.49,195.59
05/10/2019,56.753,138.12,1739.65,1209,180.45,46.286,1210.96,181.97,102.79,276.96,44.71,272.79,50.92,47.52,140.28,281.43,77.8458,130.14,291.67,77.49,195.59
06/10/2019,56.753,138.12,1739.65,1209,180.45,46.286,1210.96,181.97,102.79,276.96,44.71,272.79,50.92,47.52,140.28,281.43,77.8458,130.14,291.67,77.49,195.59
07/10/2019,56.765,137.12,1732.66,1207.68,179.68,47.544,1208.25,184.33,101.62,276.9,44.59,274.46,50.62,47.77,138.34,276.08,78.3349,128.85,293.41,76.34,197.17
08/10/2019,56.1,135.67,1705.51,1189.13,177.75,48.01,1190.13,177.23,99.33,270.83,44.11,270.72,49.725,46.39,137.24,270.33,77.4715,124.98,291.89,72.85,196.08
09/10/2019,56.758,138.24,1721.99,1202.31,179.85,48.906,1202.4,180.71,99.89,274.27,44.38,267.53,50.48,46.84,137.85,273.15,77.6462,127.44,296.9,74.35,196.69
10/10/2019,57.523,139.1,1720.26,1208.67,180.03,48.948,1209.47,183.03,100.54,274.98,44.5,280.48,51.11,46.15,137.89,274.45,78.1552,127.73,297.14,74.97,198.68
11/10/2019,59.053,139.68,1731.92,1215.45,184.19,49.578,1215.71,185.99,101.58,278.29,45.55,282.93,52.09,46.56,137.64,280.91,79.3829,130.09,297.6,76.7,200.8
12/10/2019,59.053,139.68,1731.92,1215.45,184.19,49.578,1215.71,185.99,101.58,278.29,45.55,282.93,52.09,46.56,137.64,280.91,79.3829,130.09,297.6,76.7,200.8
13/10/2019,59.053,139.68,1731.92,1215.45,184.19,49.578,1215.71,185.99,101.58,278.29,45.55,282.93,52.09,46.56,137.64,280.91,79.3829,130.09,297.6,76.7,200.8
14/10/2019,58.968,139.55,1736.43,1217.14,183.28,51.392,1217.77,186.53,101.75,277.78,45.23,285.53,51.64,46.05,137.45,281.66,78.4846,129.75,297.52,76.3,202.89
15/10/2019,58.83,141.575,1767.38,1243.01,188.89,51.578,1242.24,196.37,103.59,279.39,45.67,284.25,52.65,46.36,136.33,290.32,79.5926,131.69,298.39,77.82,204.66
16/10/2019,58.593,140.41,1777.43,1243.64,189.55,51.95,1243,194.21,103.09,272.7,45.6,286.28,52.445,46.79,136.42,288.48,79.8621,129.5,298.78,78.23,203.21
17/10/2019,58.82,139.69,1787.48,1253.07,190.39,52.394,1252.8,194.29,103.63,269.24,45.93,293.35,51.86,47.03,136.96,289.43,80.9001,130.13,302.4,78.97,203.56
18/10/2019,59.103,137.41,1757.51,1245.49,185.85,51.39,1244.41,190.49,101.22,265.52,45.57,275.3,51.36,46.71,136.25,286.73,81.4491,129.46,302.86,77.68,202.72
19/10/2019,59.103,137.41,1757.51,1245.49,185.85,51.39,1244.41,190.49,101.22,265.52,45.57,275.3,51.36,46.71,136.25,286.73,81.4491,129.46,302.86,77.68,202.72
20/10/2019,59.103,137.41,1757.51,1245.49,185.85,51.39,1244.41,190.49,101.22,265.52,45.57,275.3,51.36,46.71,136.25,286.73,81.4491,129.46,302.86,77.68,202.72
21/10/2019,60.128,138.43,1785.66,1246.15,189.76,50.7,1244.28,196.01,101.44,266.84,46.08,278.05,52.13,47.39,136.12,289.57,81.9382,130.93,301.08,78.98,202.93
